date,ind,rain,ind,maxt,ind,mint,gmin,soil
30-Mar-10,0,10.7,0,4,0,0.4,-0.1, 
31-Mar-10,0,0,0,7.6,0,0.9,0, 
01-Apr-10,0,0,0,10.7,0,0.1,-3.7, 
02-Apr-10,0,2,0,9.2,0,0.6,-3.4, 
03-Apr-10,0,4.1,0,10.4,0,0,-3.3, 
04-Apr-10,0,2.3,0,11.2,0,0,-2.5, 
05-Apr-10,0,2.3,0,14.7,0,4.8,5.6, 
06-Apr-10,0,3.7,0,11.7,0,9.4,7.7, 
07-Apr-10,0,0,0,13.1,0,3,-0.5, 
08-Apr-10,0,0,0,15.1,0,5.3,0.5, 
09-Apr-10,0,0,0,15.4,0,4.3,0.7, 
10-Apr-10,0,0,0,16.8,0,2.1,-1.8, 
11-Apr-10,0,0,0,16.9,0,2.7,-0.4, 
12-Apr-10,0,0,0,14.3,0,5.2,0.7, 
13-Apr-10,0,0,0,12.7,0,3.9,0.1, 
14-Apr-10,0,0,0,10.4,0,4.9,1.3, 
15-Apr-10,0,0,0,10.3,0,0.1,-2.5, 
16-Apr-10,0,0,0,13.7,0,0.5,-2.7, 
17-Apr-10,0,0,0,17.3,0,2.3,-1.7, 
18-Apr-10,0,0,0,13.2,0,2,-0.8, 
19-Apr-10,0,0,0,10.3,0,5.1,1.4, 
20-Apr-10,0,0,0,11.8,0,1.4,-3.1, 
21-Apr-10,0,0,0,11.1,1,-1.3,-4.6, 
22-Apr-10,0,0,0,12.3,0,0,-2.9, 
23-Apr-10,0,0,0,16.2,0,3.9,-0.2, 
24-Apr-10,0,0.5,0,17.3,0,2.4,-0.9, 
25-Apr-10,0,2.6,0,18.7,0,10.6,8.8, 
26-Apr-10,0,0,0,18.7,0,9.4,4.9, 
27-Apr-10,0,0.8,0,16.5,0,8,4.5, 
28-Apr-10,0,1.6,0,18.2,0,10.9,9.4, 
29-Apr-10,0,0.2,0,14.2,0,7.7,6, 
30-Apr-10,0,3,0,15,0,7.2,3.5, 
01-May-10,0,6.5,0,12,0,5.5,3, 
02-May-10,0,0.3,0,10.8,0,7,6.3, 
03-May-10,0,0,0,12.4,0,2.2,0, 
04-May-10,0,3.4,0,13.1,0,2.6,-0.3, 
05-May-10,0,3.4,0,16.9,0,8.1,8.1, 
06-May-10,0,1.7,0,13.9,0,9.6,10, 
07-May-10,0,0,0,12.1,0,7,6.3, 
08-May-10,0,0,0,12.9,0,6.7,3.6, 
09-May-10,0,0,0,13.3,0,3.1,0, 
10-May-10,0,1.4,0,10.4,0,3.7,2.1, 
11-May-10,0,3.7,0,11.1,0,0.6,-1.3, 
12-May-10,0,0.6,0,10.7,0,0.3,-1.1, 
13-May-10,0,1.5,0,13.5,0,2,0.5, 
14-May-10,0,0.8,0,15.3,0,5.7,3.8, 
15-May-10,0,0,0,15.8,0,3.9,1.2, 
16-May-10,0,0,0,15.8,0,4.7,1.8, 
17-May-10,0,0,0,15.4,0,5.2,2.2, 
18-May-10,0,2.9,0,16.5,0,6.4,4.1, 
19-May-10,0,1,0,19.2,0,10.9,11.2, 
20-May-10,0,0,0,20.6,0,12.5,10.7, 
21-May-10,0,0,0,21.4,0,9.7,9.6, 
22-May-10,0,0,0,22.1,0,8.3,6.7, 
23-May-10,0,0,0,24.6,0,10.2,9.1, 
24-May-10,0,0,0,18.8,0,10.9,9.9, 
25-May-10,0,0,0,15.4,0,4.1,2.3, 
26-May-10,0,0,0,15.4,0,5.3,3.9, 
27-May-10,0,0,0,15.6,0,3.5,1.6, 
28-May-10,0,8,0,16.8,0,3.5,0.5, 
29-May-10,0,0.4,0,13.1,0,9.8,9.4, 
30-May-10,0,0,0,17.1,0,5.8,3.8, 
31-May-10,0,22,0,17.8,0,8.2,6, 
